语料,分,建议,赞,分类,理由,来源,url,备注
加油[可爱],34,删,0,Z 其他,过短,网易云《追梦赤子心》,https://music.163.com/#/song?id=355992,
jee 加油,34,删,0,Z 其他,过短,网易云《追梦赤子心》,https://music.163.com/#/song?id=355992,
加油[举手],34,删,0,Z 其他,过短,网易云《失眠》,https://music.163.com/#/song?id=3342074799,
加油[感动],34,删,0,Z 其他,过短,网易云《失眠》,https://music.163.com/#/song?id=3342074799,
加油，你可以,34,删,0,Z 其他,过短,网易云《失眠》,https://music.163.com/#/song?id=3342074799,
加油一起上岸,34,删,0,Z 其他,过短,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
加油总有一天的,34,删,0,Z 其他,过短,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
在备考，加油💪,34,删,0,Z 其他,过短,网易云《加油！》,https://music.163.com/#/song?id=108406,
加油吖宝贝,34,删,0,Z 其他,过短,网易云《加油！》,https://music.163.com/#/song?id=108406,
最近你好吗 少了一点微笑 说的话有点少 最近我也不好 全世界都在逆转 人开始反向思考 发现你爱的人 到处跑 昨晚刚升职 今天被炒 莫名其妙 谁会知道 是不是上天开的玩笑 地震时 你想和谁拥抱 什么是生命中的美好 轻易放掉 却不知道 幸福就在下一个转角 说一声加油 一切更美好 所有的悲伤,30,删,552,F 迷茫 / 年龄焦虑,文艺腔词汇,网易云《加油（0.8）》,https://music.163.com/#/song?id=1959217061,
加油！！！,30,删,0,Z 其他,过短,网易云《斑马，斑马》,https://music.163.com/#/song?id=27646199,
中考加油！,30,删,0,Z 其他,过短,网易云《一程山路》,https://music.163.com/#/song?id=1417849873,
加油，肯定会。,30,删,0,Z 其他,过短,网易云《一程山路》,https://music.163.com/#/song?id=1417849873,
加油！！！！,30,删,0,Z 其他,过短,网易云《一程山路》,https://music.163.com/#/song?id=1417849873,
一起加油！,30,删,0,Z 其他,过短,网易云《一程山路》,https://music.163.com/#/song?id=1417849873,
考研加油！,30,删,0,Z 其他,过短,网易云《加油！》,https://music.163.com/#/song?id=108406,
教资加油！！！,30,删,0,Z 其他,过短,网易云《加油！》,https://music.163.com/#/song?id=108406,
翻译3：意料之中，潸然落泪，回想起你，一分钟也熬不下去，要不要再次给你打电话？要发短信吗？要回去吗？你还能撑住吗？在这战争般的时间里，我一分钟也放不下你，熬不下去。,29,删,135,C 疲惫 / 撑不住,翻译/转载,网易云《1분도 못버텨》,https://music.163.com/#/song?id=31477861,
这首词“本想开口 开口之后无法抬头”的旋律和《会过去的》“以往那轰烈 渐渐会变温柔”有点类似。《会过去的》发行略早于《抱抱》，两首歌都是由陈辉阳先生作曲。,29,删,4,Z 其他,书名号引用；音乐评论，不是陪伴语言,网易云《抱抱》,https://music.163.com/#/song?id=288289,
第二次见你 在你的十七岁 十七这个数字听着就很美好 既没有十六那么稚嫩 也没有十八那么成熟 是介于两者之间的青涩 刚刚好适合心动 我要得到的是你的爱 那份最真挚的爱 我想为你写一首诗 我想带你逃一个晚自习去看月亮 我想你抱抱我 对我说:我们一辈子,28,删,0,Z 其他,引用名人/书里的话,网易云《Sacred Play Secret Place》,https://music.163.com/#/song?id=26093064,
"这个英语和那个翻译是非常神圣的存在，英语中一直在说beautiful,而那个翻译你们看嘛，非常得劲儿！",28,删,0,Z 其他,翻译/转载,网易云《magnolia》,https://music.163.com/#/song?id=494642794,
地球这样的行星，是产生不了重元素的，你身体里的铁，来自璀璨的超新星爆炸。血液里的锌，源自两次中子星对撞后喷射向宇宙的尘埃。那微量的铜，更是需要见证一颗白矮星的死亡，即使是最微不足道的钴，也源自几十亿光年外的星云。某种意义上讲，人类对星空怀有好奇，是正常的，因为本就是星辰之子,26,删,0,F 迷茫 / 年龄焦虑,文艺腔词汇,网易云《Sacred Play Secret Place》,https://music.163.com/#/song?id=26093064,
你这么好 所有的幸福都是你应得的˃̵˄⦁˕ ⦁𐙚˂̵ 我 穷极一生都未曾因爱你而感到疲惫˻˳˯ₑ 你的一切 我细数 我珍重՞･∞･՞ 为你甘之如饴 不管南北东西 𓂃◌𓈒𓐍 星星不会因灰尘而暗淡 你也是☆∀☆ 想陪你身边 无论有没有以后𖧧˒˒. 幸福不在于我 在于的是你 我ʚ₍ᐢ. .ᐢ₎ɞ 世界为你存在 我为你停留˶>ᗜ<˶,26,删,0,C 疲惫 / 撑不住,偏长,网易云《一个人》,https://music.163.com/#/song?id=3388623414,
分享歌词，加油鸭，加油鸭。,23,删,1,Z 其他,翻译/转载,网易云《加油鸭》,https://music.163.com/#/song?id=1966161641,
翻译：一声叹息传来，一切都截然不同的一天开始了，时间只为我传达，没有的你每个瞬间，勉强在流逝，意料之中 潸然落泪，回想起你 一分钟也熬不下去，要不要 再次给你打电话，要发短信吗？要回去吗？你还能撑住吗？在这战争般的时间里，我一分钟也放不下你，熬不下去。,11,删,112,C 疲惫 / 撑不住,翻译/转载,网易云《1분도 못버텨》,https://music.163.com/#/song?id=31477861,
《都这样》🤣👈,0,删,0,Z 其他,书名号引用；过短,网易云《焦虑》,https://music.163.com/#/song?id=3355878296,
