语料,分,建议,赞,分类,理由,来源,url,备注
当一个人孤独久了，也就习惯了一个人@音乐合伙人,62,?,1,D 孤独 / 没人,,网易云《一个人》,https://music.163.com/#/song?id=3347143755,
神总是孤独的 不是吗,62,?,1,D 孤独 / 没人,,网易云《一个人》,https://music.163.com/#/song?id=1406648893,
人生遗憾太多，以前总追求完美和圆满。好累，累过之后终于知道遗憾也是一种人生常态，于是我慢慢释然了。😭,62,?,1,C 疲惫 / 撑不住,,网易云《遗憾》,https://music.163.com/#/song?id=307018,
这么好听的歌为什么没人听嘞？？？云南人好奇[笑了],62,?,1,D 孤独 / 没人,,网易云《遗憾的告别》,https://music.163.com/#/song?id=3350281620,
其他人我不敢肯定，但如果是你的话一定可以,62,?,1,Z 其他,,网易云《加油》,https://music.163.com/#/song?id=34142597,
少听点天生痛苦 多听点张方钊,62,?,1,Z 其他,,网易云《天生痛苦》,https://music.163.com/#/song?id=2749525429,
最痛苦的时候 只是嘴里咀嚼着死亡这个词就如同蜜糖,62,?,1,Z 其他,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=3387562817,
时间会证明直视痛苦,62,?,1,Z 其他,,网易云《直视痛苦》,https://music.163.com/#/song?id=3423058623,
孤独--简单的你还好吗，你却听的都陌生,62,?,0,D 孤独 / 没人,,网易云《孤独》,https://music.163.com/#/song?id=1484967131,
你说睡醒没有微信好孤独,62,?,0,D 孤独 / 没人,,网易云《想哭》,https://music.163.com/#/song?id=65360,
打针的我想哭 怎么哭 都哭不出声,62,?,0,Z 其他,,网易云《想哭》,https://music.163.com/#/song?id=65360,
睡醒没有微信好孤独[鬼脸],62,?,0,D 孤独 / 没人,,网易云《想哭》,https://music.163.com/#/song?id=65360,
因为 水星没有卫星好孤独,62,?,0,D 孤独 / 没人,,网易云《想哭》,https://music.163.com/#/song?id=65360,
若真正的放下，就没有任何情绪。人贵在记忆 能记住很多事情 也坏在记忆 忘不掉那些过去 不美好的事。沉迷痛苦无法自拔并不好，忘记过去 随风逝去 是放下不是选择性遗忘,62,?,0,Z 其他,,网易云《想哭》,https://music.163.com/#/song?id=65360,
李建政我想到你时就想哭,62,?,0,Z 其他,,网易云《想哭》,https://music.163.com/#/song?id=65360,
你说水星没有卫星好孤独 我说睡醒没有微信好孤独,62,?,0,D 孤独 / 没人,,网易云《想哭》,https://music.163.com/#/song?id=65360,
你说水星他没有卫星他好孤独,62,?,0,D 孤独 / 没人,,网易云《想哭》,https://music.163.com/#/song?id=65360,
一天三连击，同事被裁，前任要结婚，现恋提分手，全撞一起，脑子麻木，心慌,62,?,0,A 被否定 / 失败,,网易云《我不难过》,https://music.163.com/#/song?id=287398,
@用户4428159554900: 回忆是有滤网的，滤掉了苦的累的难受的，剩下甜滋滋的美好,62,?,0,C 疲惫 / 撑不住,,网易云《我不难过》,https://music.163.com/#/song?id=287398,
现在2025年了，你33岁了，还害怕么,62,?,0,Z 其他,,网易云《关于我爱你》,https://music.163.com/#/song?id=27598340,
谢谢你 给我绝望后的我力量,62,?,0,Z 其他,,网易云《追梦赤子心》,https://music.163.com/#/song?id=355992,
如果妈妈没有我，现在一点是个的富婆[痛苦],62,?,0,Z 其他,,网易云《妈妈》,https://music.163.com/#/song?id=202377,
多听点活着，生的天天叫唤着想死,62,?,0,Z 其他,,网易云《活着》,https://music.163.com/#/song?id=27646786,
免费的东西没人会珍惜 包括你的善良和真诚.金钱识人品时间看人心 真诚买教训 挫折换成长,62,?,0,D 孤独 / 没人,,网易云《活着Viva》,https://music.163.com/#/song?id=2140084005,
星光与银河始终在遥相辉映，热爱与回应从不是孤独的旅程,62,?,0,D 孤独 / 没人,,网易云《活着Viva》,https://music.163.com/#/song?id=168905,
爱你爱得我好痛苦 离开你我却做不到 我只能等 等到你厌烦抛弃我的那一天,62,?,0,B 失去 / 离别,,网易云《失眠》,https://music.163.com/#/song?id=273114,
“拥有你的时间已经不可能倒回”你走之后没人爱我了外婆,62,?,0,D 孤独 / 没人,,网易云《失眠 (Cover Suki刘舒妤)》,https://music.163.com/#/song?id=3372565583,
明天面试了 焦虑,62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
期待和焦虑是一切心痛的来源,62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
时间会证明焦虑pt2,62,?,0,Z 其他,,网易云《焦虑Pt.2/膨胀》,https://music.163.com/#/song?id=2163619013,
焦虑能不能出2.0,62,?,0,Z 其他,,网易云《我有点焦虑》,https://music.163.com/#/song?id=1979723287,
十年前一个人冬天带着耳机走在晚自习下课的路上，好冷好孤独。转眼现在已是将近30的中登，虽然还是一个人，但是不会害怕孤独了[流泪],62,?,0,D 孤独 / 没人,,网易云《一个人》,https://music.163.com/#/song?id=2736307583,
今天是上班的第三天，难以融入的环境，不知所措，碰到了不好的同事，刚好心情低落的时候听到了这首歌，好符合现在的我，感觉一个人的话除了当下有点儿孤独好像没什么不好[皱眉],62,?,0,D 孤独 / 没人,音乐评论，不是陪伴语言,网易云《一个人》,https://music.163.com/#/song?id=3347143755,
是我制造了羁绊 于是痛苦我来承担,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=307018,
勇敢一点去爱，别太害怕受伤！能给予爱，本身就是一种幸福！,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=307018,
没人听吗[手动狗头],62,?,0,D 孤独 / 没人,,网易云《遗憾的告别》,https://music.163.com/#/song?id=3350281620,
老子因为孤独哄了太多不配的货色,62,?,0,D 孤独 / 没人,,网易云《天生痛苦》,https://music.163.com/#/song?id=2749525429,
唱23遍天生痛苦就下课了,62,?,0,Z 其他,,网易云《天生痛苦》,https://music.163.com/#/song?id=2749525429,
想死的话 就想想你还没吃到的美食 想想你没玩到的预售游戏 想想你喜欢但不敢告白的人 想想你想不想遇到一个真心对你的人 有一个家 想想你才活了多少年 心甘情愿的死在这么年轻的时候吗,62,?,0,Z 其他,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=3387562817,
痛苦的原因是爱和恨都不纯粹,62,?,0,Z 其他,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=3387562817,
没有痛苦我活不下去,62,?,0,G 高风险,,网易云《爱欲求》,https://music.163.com/#/song?id=2618165651,
痛苦虐待我 命运捉弄我 老公私信我,62,?,0,Z 其他,,网易云《爱欲求》,https://music.163.com/#/song?id=2618165651,
没有好看的脸，没人会注意到你,62,?,0,D 孤独 / 没人,,网易云《爱欲求》,https://music.163.com/#/song?id=2618165651,
26年我不再因为旧事情痛苦,62,?,0,Z 其他,,网易云《爱欲求》,https://music.163.com/#/song?id=2618165651,
每次睡不着 就捧着个网易云听到凌晨三四点 谁懂我这是得了什么病Tn,62,?,0,H 身体 / 睡眠,,网易云《直视痛苦》,https://music.163.com/#/song?id=3423058623,
直视痛苦这是生活中的Lil type,62,?,0,Z 其他,,网易云《直视痛苦》,https://music.163.com/#/song?id=3423058623,
李格弟的词[害怕],62,?,0,Z 其他,,网易云《告别》,https://music.163.com/#/song?id=116744,
你是山中客，我等你出山， 你说何苦来哉，树说归去来兮， 你有五个人和老郭，我只有盗将行和清， 你是糟糕的歌者，我是远在北方孤独的鬼， 你说四月变成一座桥，我说我想请你吃个冰激凌， 你在山河的角落里唱给我听，我在十点差三分的时候开始想你。,60,?,195740,D 孤独 / 没人,,网易云《归去来兮》,https://music.163.com/#/song?id=1357999894,
不知道以后会怎么样，不知道是我太自信还是逃避自己无能的自卑的借口，大半夜就是容易情绪上来了，觉得一无是处，两次了，心里脆弱，不该自信的时候不想低头，总是不知道尽没尽全力，说缺运气根本上我也缺实力，emo啥呀不想了。,59,?,1,F 迷茫 / 年龄焦虑,,网易云《想哭》,https://music.163.com/#/song?id=65360,
日推到这首歌我突然就想起来夏日重现已经是四年前的事了好想哭啊[多多大哭],59,?,1,F 迷茫 / 年龄焦虑,音乐评论，不是陪伴语言,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=1962373924,
我好累呀。怎么上了初三以后变得这么焦虑了？物理第一次考70分 看着身边人唾手可得的分数好像是我怎么努力也得不到的[哀伤]初二上学期烦恼考不到95分 下学期烦恼考不到90分 现在连80分都是奢望。好害怕考不上[流泪],59,?,1,A 被否定 / 失败,,网易云《一程山路》,https://music.163.com/#/song?id=1417849873,
“妈妈”是一个让人一看就想哭的名词。,58,?,140595,Z 其他,,网易云《MOM》,https://music.163.com/#/song?id=1387581250,
我爸爸出轨，欠了高利贷，妈妈因为这些和其他很多原因，本来打算自杀，当时我什么都不知道，妈妈突然说她要出去一趟，不知道为什么我突然也很想出去，就缠着妈妈，后来我们去吃了肯德基，妈妈带我去宾馆，说咱们在这待一段时间，后来过了十几天姥姥找了过来，我突然就明白了，现在想起来，如果我当初没,58,?,61484,G 高风险,,网易云《MOM》,https://music.163.com/#/song?id=1387581250,
十年浮夸终成孤独患者，明年今日相约富士山下。,58,?,45810,D 孤独 / 没人,,网易云《富士山下》,https://music.163.com/#/song?id=65766,
自己一个人蹲在大街，感到了孤独，无奈，无助，绝望。然后我竟然哭了，失去了太多。,58,?,17098,D 孤独 / 没人,,网易云《孤独》,https://music.163.com/#/song?id=1484967131,
你我何不犹如一条孤独的小舟，摇曳在这风雨中；茫茫的大海看不到尽头，也没有地方停留，哪怕风浪打湿了额头，也只能拼命的往前游。,58,?,9767,D 孤独 / 没人,,网易云《孤独》,https://music.163.com/#/song?id=1484967131,
昨天晚上送外卖，干了一天真的精神恍惚了，撞了辆很好的车，后来才知道是宾利，当时真的很害怕，车主下来脸拉的很长，我感觉我这一年挣得钱估计就要搭进去了。他让我去给他买盒烟，我挑了盒中华，只能祈祷让我少赔点。回去再找他人不见了，车也走了。大哥，好人一生平安！,58,?,7578,B 失去 / 离别,,网易云《活着》,https://music.163.com/#/song?id=27646786,
一个个挂个情侣标焦虑什么。密码。,58,?,1294,Z 其他,,网易云《我有点焦虑》,https://music.163.com/#/song?id=1979723287,
人总是要无所条件地去爱一个人，才会知道，那种快乐那种心酸那种痛苦。不是没有委屈和抱怨，也曾嫌弃讨厌。只是面对那个人的时候，总也不愿意他受苦为难。最后的我爱你，就像是一句再见。,58,?,721,D 孤独 / 没人,,网易云《关于我爱你》,https://music.163.com/#/song?id=27598340,
最强烈的爱都根源于绝望，最深沉的痛苦都 根源于爱。,58,?,422,Z 其他,,网易云《一个人》,https://music.163.com/#/song?id=1406648893,
又失眠了，25岁了，开始很害怕了。,58,?,331,H 身体 / 睡眠,,网易云《关于我爱你》,https://music.163.com/#/song?id=27598340,
2015年我上初中读着留守儿童的日子，一个星期爸爸妈妈只给50块，他们带着我弟弟去南宁读初中留我在老家读。晚上后山是坟地，每天晚上一死人就敲锣打鼓我打开风扇，不管春夏秋冬只要开到最大声还有循环播放这个音乐就不害怕了，现在23了忽然听到这音乐感慨万千,58,?,29,Z 其他,,网易云《一个人》,https://music.163.com/#/song?id=2736307583,
很丧，家里人从11点一直吵到现在，在房间也能听见他们吵的声音，永远都是自己两难，我也才十几岁为什么要这么丧，我也想多一点开心，多一点点就好了，听着他们吵的声音压根睡不着，心里乱糟糟的，真的真的好多糟心事，莫名其妙的就哭了嘻嘻，越来越丢人了，如果你现在正好看到，那我想对你说一句，早安,58,?,19,A 被否定 / 失败,,网易云《想哭》,https://music.163.com/#/song?id=189021,
其实我不喜欢哭，可总是忍不住落泪，感到焦虑的时候哭，失去什么时候哭，哭好像已经成了我发泄情绪最快的方式，我会因为别人随口说的一句话难过好久，我不想把我的负面情绪带给别人，我想自己消化， 像我这样拧巴的人，永远都在期待别人懂我的隐晦，我从来不是完美的，没人会喜欢这样的我，包括我自己,58,?,17,D 孤独 / 没人,,网易云《失眠 (Cover Suki刘舒妤)》,https://music.163.com/#/song?id=3372565583,
“若无其事原来是最狠的报复”。 可知对方为了这个“若无其事”，吃下了多少痛苦。,58,?,12,Z 其他,,网易云《想哭》,https://music.163.com/#/song?id=65360,
从肥陈的想哭找来的 陈小霞 林夕 张学友合体 同样爱！！,58,?,4,Z 其他,,网易云《想哭》,https://music.163.com/#/song?id=189021,
泪水留下来了，想念强烈地涌出来了，一分钟都撑不下去了，干脆我，要给你打电话吗。要给你发短信吗。要回头吗。,58,?,3,G 高风险,,网易云《1분도 못버텨》,https://music.163.com/#/song?id=31477861,
妈妈是在我怀里走的，肺癌，远离了痛苦，也远离了我们。 想你妈妈。,58,?,2,Z 其他,,网易云《妈妈》,https://music.163.com/#/song?id=202377,
活着是痛苦的旅程。然而正是痛苦证明了人类的自我意志。,58,?,2,Z 其他,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=3387562817,
斑马说我已经失眠了，一会睡一会不睡的。,58,?,1,H 身体 / 睡眠,,网易云《斑马，斑马》,https://music.163.com/#/song?id=27646199,
孤独的最高境界莫过于一日三餐都是一个人解决！,58,?,0,D 孤独 / 没人,,网易云《孤独》,https://music.163.com/#/song?id=1484967131,
卡梦退役后ivl没人会唱富士山下了。,58,?,0,D 孤独 / 没人,,网易云《富士山下》,https://music.163.com/#/song?id=65766,
拥有会很踏实 然后不畏惧任何风浪 甚至会忽略我所拥有的那部分爱的主体 可某一天 ta即将离去 我并没有成长为一个大人 我的地基崩塌了 梦里医生问我小小年纪怎么会心脉受损呢 好像是dy看多了 梦里的酒不想喝 怎么就倒在杯里了呢？ 你走了我该怎么办 可是我应该祝你拥有向上的人生 为什么我是多愁善感的,58,?,0,B 失去 / 离别,,网易云《关于我爱你》,https://music.163.com/#/song?id=27598340,
希望你们都不要焦虑 ！！,58,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=3355878296,
工作中都会遇到不好的人和事，按自己的节奏来，不用在意那些，孤独另一方面也是自己的保护色，也有好处。,58,?,0,D 孤独 / 没人,,网易云《一个人》,https://music.163.com/#/song?id=3347143755,
巨大的痛苦中夹杂着少量的幸福，幸福不是自己切实体会到的，而是远远地旁观其他人的幸福。,58,?,0,Z 其他,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=3387562817,
颜人中高三好累远在杭州的我 好想念在新疆的父母 高三再给我点勇气吧 面对这一切 颜人中高三好苦 好累 我好想哭 谢谢你的歌 一直陪伴着我 谢谢颜人中 让我成为了更好的自己[流泪]🍀@顔人中,57,?,284,B 失去 / 离别,,网易云《藏不住》,https://music.163.com/#/song?id=3334618938,
Hello，大家好！ 我是一个10年来自四川的小Rapper 我的歌发出来总是没人听，这对我的打击很大 我真的特别希望大家能够点击进来听一听 也可以给我点评点评 （发在我的评论区就好） 另外，要是我真的有早起的那天 每人一张内场票 （绝对不骗人） 最后感谢大家看完这一条评论 祝大家生活愉快,56,?,0,D 孤独 / 没人,,网易云《直视痛苦》,https://music.163.com/#/song?id=3423058623,
被22集的影澪狠狠戳中泪点了，杀死四手后的“拜拜，小慎”，伴随影子消逝时的电磁音。影澪的心境一直是起伏的，在前期与慎平对抗时杀死自己喜欢的人也是痛苦不堪的吧。“无论多么喜欢小慎，可仅仅只是个复制品，抵不上真澪，更远不及姐姐” “即使如此，我也会全力保护小慎，只要小慎能够看我一眼”,55,?,3319,Z 其他,,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=1962373924,
我常常在想 如果我哪天杳无音讯地死了，所有社交软件都停留在了那一天，过了一段时间，会不会有人想起我？我爱的人会不会因为我的离去感到惋惜呢？我想死亡并不可怕，可怕的是所有的痛苦和困难……版本过低，升级后可展示全部信息,55,?,2,Z 其他,,网易云《别难过》,https://music.163.com/#/song?id=3353686466,
asen哥，我熬了127天了，只剩77天就要艺考了，集训最难的居然不是专业而是减肥，我1.65 现在已经90斤了，还要瘦7斤才行，但是现在入秋了好难瘦啊，还有我软开怎么还是这么硬，快点一拍抱直好吗，剧目好难我好害怕，技术技巧稳定一点好不好，让我12月联考大捷好吗？,55,?,1,C 疲惫 / 撑不住,,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
等我坚持不住了我就注销，阿姐我最近好累好累 。我不想治疗了，不想给你们浪费钱了。我好痛，我发病她们就绑我给我打针给我吃药。吃药吃的我想吐好难受，我经常咳出血。我的眼睛越来越模糊 就像下雨一样模糊了我的视线，我的耳边好吵就像是有千万人在指责我骂我说我。阿姐我突然好想去看一次海,54,?,18904,G 高风险,,网易云《magnolia》,https://music.163.com/#/song?id=494642794,
一首陈述性很强的歌。描述两个人分开多年以后相见，以为已经放下包袱了，一起吃饭。“我”想开口谈谈当初怎么就分开了。虽然对方点了满桌都是我爱吃的食物，但是谈天说地，介绍天文学的书，这种相处就是我们当初梦寐以求的幸福。就是不说“爱”，避开不谈从前的爱。我想哭。若无其事原来是最狠的报复。,54,?,2497,F 迷茫 / 年龄焦虑,,网易云《想哭》,https://music.163.com/#/song?id=65360,
你根本忘不了一个你认认真真爱过的人，你以为你错过的是一个人，其实你错过的，是整个人生。有人问我，跟最爱的人分手之后是什么感觉。我说“没什么，只不过跟得了风湿病一样。白天晴朗没什么事，夜晚阴湿疼得想死。世界上哪来的那么多一见如故和无话不谈。不过是因为我喜欢你！,54,?,16,B 失去 / 离别,,网易云《遗憾》,https://music.163.com/#/song?id=5249833,
这首歌其实很神奇的～如果你是过年前，将要回到妈妈身边，听着这首歌，你会嘴角向扬，开车都会超速；如果你是过完年，离开妈妈，不知下次何时回，越听越想哭，现在的你哽咽了吗？…,54,?,2,B 失去 / 离别,音乐评论，不是陪伴语言,网易云《妈妈》,https://music.163.com/#/song?id=2154114071,
如果……我是说如果，如果有一天我控制不了我自己，我和她吵架争执……甚至闹出人命……你会想起曾经那个听话的女儿吗？（对不起……我感觉我快撑不下去了，我控制不了……就当没有过我……好吗？）,54,?,1,G 高风险,,网易云《有我呢》,https://music.163.com/#/song?id=1400259397,
真的没人喜欢这首歌吗？,54,?,0,D 孤独 / 没人,音乐评论，不是陪伴语言,网易云《一个人》,https://music.163.com/#/song?id=1406648893,
大学有个有意思的特点 就是你仔细观察一下 好像有很多人都是独来独去 自己去上课，自己去吃饭，自己去洗澡，自己去操场跑步。可是后来我发现似乎他们可能并不是不合群 是在坚持自己的理想，他们有毅力去坚持跑步 去坚持读书 去提升自己 有的事自己去做不是孤独而是为自己节约时间 成功的道路是孤独的.,52,?,5270,D 孤独 / 没人,,网易云《孤独》,https://music.163.com/#/song?id=1484967131,
她明明体寒痛经 还爱吃辣和冷的东西 她泪点很低 爱哭也爱笑 真的很奇怪 她性格很好 和朋友在一起总是蹦蹦跳跳的 但是一个人又会很社恐 她还经常容貌焦虑 总会觉得自己不漂亮 她总是看别人的感情看得很清楚 但是到了自己身上又一塌糊涂 我想救她 但她就是我.,52,?,782,D 孤独 / 没人,,网易云《加油（0.8）》,https://music.163.com/#/song?id=1959217061,
今年初二了每天晚上八点半才放学每天过得都很累作业也多总是很焦虑明明已经够努力了每天学到12点但因为刷题太慢每次花好多时间才做几道题班上同学都补习过上过网课感觉我怎么学都还是中等生怎么都进步不上去 因为是从农村到市里的所以也没什么朋友 真的很难熬我想进步考好去个好的高中,52,?,2,C 疲惫 / 撑不住,,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
或许我真的很重感情 一起听了一个月 突然你不想一起听了 刚开始还以为是你要上学原因 其实是你有对象了 一开始看到你换了情头 我还以为是你自己换的 只是单纯觉得好看 直到我看到了你的情侣标 我好伤心 我不敢问 怕说了我最害怕的一句 除了微信我把所有联系都给删了 当时希望你可以发现 可以和我解释,52,?,1,Z 其他,,网易云《告别》,https://music.163.com/#/song?id=2055336242,
来深圳五年了，最落魄的时候一天吃一顿饭，五块钱的炒米粉，然后买一瓶两块钱的大水，没钱的时候身边所有的朋友，亲戚都借遍了，结果。。除了父母，没人肯帮。出来之前我觉得我兄弟很多，战友很多，后来，我知道，我只是觉得。。。现在，一步一步爬上来了，其中的苦，累，只有自己知道，,50,?,67106,C 疲惫 / 撑不住,,网易云《活着》,https://music.163.com/#/song?id=27646786,
这首歌，你可以破音，但不能降调。 我的意思是，人生可以失败，但不能退缩,50,?,52534,A 被否定 / 失败,音乐评论，不是陪伴语言,网易云《追梦赤子心》,https://music.163.com/#/song?id=355992,
夏尽时亡 听到这首歌想起了灿烈死后在梦里和恩海在樱花树下的拥抱 想哭,50,?,6,Z 其他,音乐评论，不是陪伴语言,网易云《1분도 못버텨》,https://music.163.com/#/song?id=31477861,
不间断听这首歌的四年中也是经历了第一次恋爱和第一次分手[害怕],50,?,3,B 失去 / 离别,音乐评论，不是陪伴语言,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=1962373924,
又听到这首歌，想起当时看到最后的时候这首歌一出来让我心里空落落的[流感],50,?,2,Z 其他,音乐评论，不是陪伴语言,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=1962373924,
我爱上了一个人我非常喜欢她以前在学校天天见面非常恩爱我也非常喜欢她可是后来她变了不像以前那样喜欢我了见面不说话还老是分手那一段时间我很累天天哭分手的时候她说她不会处对象了可是没到三天她就跟别人处上了我累了不想以前了 我只相信一句话 会好迟早,50,?,2,B 失去 / 离别,,网易云《活着Viva》,https://music.163.com/#/song?id=2140084005,
想和喜欢失眠这首歌的所有人互关,50,?,2,H 身体 / 睡眠,音乐评论，不是陪伴语言,网易云《失眠》,https://music.163.com/#/song?id=273114,
为什么我2025年12月才听到这首歌？[大哭],50,?,1,Z 其他,音乐评论，不是陪伴语言,网易云《妈妈》,https://music.163.com/#/song?id=2154114071,
当时阿森这首歌出来评论区都是骂的 说玷污了焦虑 现在两极反转了 阿森锅现在真有中文说唱主角那味 只能说那场beef成就了阿森 当然他的才华也配得上,50,?,1,E 愤怒 / 被欺负,音乐评论，不是陪伴语言,网易云《焦虑Pt.2/膨胀》,https://music.163.com/#/song?id=2163619013,
余音袅袅，我看了太多热闹，把一尘不染的白纸都变得浮躁，善者寥寥在泥沼之中煎熬，看置身事外的君子在一旁冷笑，没完没了的暗箭持续叫嚣，怕没人注意到他们得意着作妖 [发布了语音，请前往最新移动端版本查看],50,?,0,B 失去 / 离别,,网易云《归去来兮》,https://music.163.com/#/song?id=1357999894,
没人发现这首歌五分20秒吗,50,?,0,D 孤独 / 没人,音乐评论，不是陪伴语言,网易云《我不难过》,https://music.163.com/#/song?id=287398,
嗯对 我妈啥都不给我 手机卖了不说 8个小时的补习班是人上的吗？ 我崩溃焦虑 她管过吗 她只会骂我 骂我想得太多 快手不让玩 歌不让听 小说也不让看 周边都给我扔了 但我还要读书 我的成绩我不能丢 我也不想丢 我不想以后搬砖 我只能忍着继续读 等我2031年高考完……,49,删,150,C 疲惫 / 撑不住,,网易云《失眠》,https://music.163.com/#/song?id=3342074799,
好庆幸 这么多年找到了一起听歌的人 我的心也许真的也是悬悬而安了 亲爱的 我们都不要害怕 我看见了那条手链戴在别人的手上了 但是我要告诉你的是 我的爱与祝福只会保佑我爱的人好运 而其他人我从来没有想过保佑,48,删,0,Z 其他,,网易云《关于我爱你》,https://music.163.com/#/song?id=27598340,
"记得我最苦的日子,天天愁的睡不着，24的大男人身无分文外债一堆，学历低家境贫，只有一个陪了我7年的傻女友，我甚至无助到在半夜心痛到哭泣，我只能一天19个小时的努力，边学习边工作边陪酒装孙子。今年而立，我有了车买了房，这都不重要，重要的是傻女友变成了傻老婆。",46,删,8155,D 孤独 / 没人,,网易云《活着》,https://music.163.com/#/song?id=27646786,
留言和想哭是这张专辑我最喜欢的两首歌。,46,删,95,Z 其他,音乐评论，不是陪伴语言,网易云《想哭》,https://music.163.com/#/song?id=189021,
我曾把那份喜欢压在心底，暗恋的酸涩，像一颗未熟透的青梅。 我把那份萌动转移，发现…就像一块许久未启动的怀表，锈迹斑斑，也充满了回忆的味道。 我喜欢你，希望你的人生骏马沸腾，一路热烈坦荡。 我自卑，自卑那份喜欢不能坦坦荡荡。你的笑容是我的解药，我才明白，心之所向，皆如所愿。,46,删,3,Z 其他,,网易云《难过》,https://music.163.com/#/song?id=2729294663,
21年高中每次和妈妈吵架就会在书桌前听这首，那是为了高考租在学校旁的房子，不像家，进去像在提醒我高考不可以失误，里面充斥着不被理解不被看到焦虑不安很多情绪，带上耳机提高音量仿佛这个世界只剩我和音乐，我们都很懂彼此，让我冷静。现在已经长大，每次感到焦虑不安的时候第一时间还是想到这首。,46,删,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
和焦虑pt1身无分文作品还没得到市场认可的焦虑 现在的焦虑来自走起赚钱后得到名利后的麻木和迷茫 情绪是很私人的东西 是两种焦虑 也如同歌名 膨胀 情绪的递进 beatswitch 很高级的玩法 说这张专不好的人 你们还活在day1,44,删,683,F 迷茫 / 年龄焦虑,,网易云《焦虑Pt.2/膨胀》,https://music.163.com/#/song?id=2163619013,
一个内心强大的人，即使身处世俗逆境，内心也是平和的。因为，他的世界不再只是世俗世界，他还有自己独有的完美的内心世界，他享受着别人无法享受也无法理解的安宁与快乐。不失眠，不焦虑，不急躁，不怨天尤人，他向死而生，他视死如归。因此，一切的变故都不能让他感觉到世界突然的被颠倒崩塌。,44,删,1,H 身体 / 睡眠,,网易云《别错过 (Live版)》,https://music.163.com/#/song?id=3407803347,
我真的焦虑了,44,删,1,Z 其他,过短,网易云《我有点焦虑》,https://music.163.com/#/song?id=1979723287,
比如学生时期舍不得用的精美的笔记本，几年后拿出来已经没用了。比如一段爱恋，不想耽误对方，最后什么都没留下，回忆也没有。有时候一段缘分的到来，如果想得太多，瞻前顾后，你小心翼翼地珍惜，最后也许是浪费了这缘分,44,删,0,A 被否定 / 失败,,网易云《关于我爱你》,https://music.163.com/#/song?id=27598340,
被你牵着的手是不可能的画面 拥有你的时间已经不可能倒回 爱情像纠结的毛线 你说爱我太过浪费 太过狼狈 太过愚昧 都是我一厢情愿 尝试过爱恋 尝试过缠绵 最后还是失眠 脆弱无助的黑夜 都是你抽的烟 我尝试过亏欠 尝试过敷衍 最后还是失眠 忍住怀念 却清醒过 一整夜,44,删,0,D 孤独 / 没人,,网易云《失眠》,https://music.163.com/#/song?id=3342074799,
我有点焦虑,44,删,0,Z 其他,过短,网易云《我有点焦虑》,https://music.163.com/#/song?id=1979723287,
Lvv 与其让你在我怀中枯萎， 宁愿你犯错后悔， 让你飞向梦中的世界， 留我独自伤悲， 与其让你在我爱中憔悴， 宁愿你受伤流泪， 莫非要你尝尽了苦悲， 才懂真情可贵， 莫非要你尝尽了苦悲， 才懂真情可贵…,44,删,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=307018,
Lvv 别再说 是谁的错， 让一切 成灰， 除非放下心中的负累， 一切难以挽回， 你总爱 让往事跟随， 怕过去 白费， 你总以为 要体会人生， 就要多爱几回， 与其让你在我怀中枯萎， 宁愿你犯错后悔， 让你飞向梦中的世界， 留我独自伤悲…,44,删,0,C 疲惫 / 撑不住,,网易云《遗憾》,https://music.163.com/#/song?id=307018,
好想哭一场啊,43,删,0,Z 其他,过短,网易云《抱抱》,https://music.163.com/#/song?id=288289,
现在每每听见这首歌，我的心里总是莫名的抽痛，没安全感，孤独怕事，是她让我重拾对爱情的向往，可她就真的很轻而易举的脱离了出去，我俩就此结束后，我纠缠过一段时间，当然没有结果，再次想不明白的,42,删,0,D 孤独 / 没人,音乐评论，不是陪伴语言,网易云《有我呢》,https://music.163.com/#/song?id=1400259397,
她走了七年了，走的时候没有叫醒我。别人根本无法理解当我看到那冰冷的身体，难过到极致一滴泪都流不出来……为此我痛苦过迷茫过，现在看来却是这件事让我迅速成熟，更加释然了……困境不是财富，摆脱困境的心智才是财富。,40,删,12252,B 失去 / 离别,,网易云《妈妈》,https://music.163.com/#/song?id=202377,
